0;1;0;0;0;0;0;0;0
100;0.929387;0.0355006;3.76536e-06;3.76536e-06;0.0273584;0.0632121;6.91512e-06;6.91512e-06
200;0.858473;0.105336;1.18766e-05;1.18766e-05;0.0114927;0.0864664;1.05565e-05;1.05565e-05
300;0.783846;0.1824;2.21876e-05;2.21876e-05;0.0045271;0.0950211;1.3418e-05;1.3418e-05
400;0.712036;0.257235;3.42787e-05;3.42787e-05;0.00179203;0.0981678;1.64505e-05;1.64505e-05
500;0.645391;0.326824;4.8356e-05;4.8356e-05;0.000731208;0.0993248;2.00458e-05;2.00458e-05
600;0.584439;0.390482;6.48803e-05;6.48803e-05;0.00031693;0.0997495;2.44281e-05;2.44281e-05
700;0.529033;0.448334;8.44615e-05;8.44615e-05;0.00015179;0.0999042;2.97926e-05;2.97926e-05
800;0.478795;0.500771;0.000107846;0.000107846;8.34265e-05;0.0999587;3.63564e-05;3.63564e-05
900;0.433295;0.54825;0.000135935;0.000135935;5.3333e-05;0.0999751;4.43805e-05;4.43805e-05
1000;0.392104;0.591217;0.000169819;0.000169819;3.8852e-05;0.0999756;5.41838e-05;5.41838e-05
1100;0.354824;0.630091;0.000210824;0.000210824;3.1063e-05;0.0999674;6.61566e-05;6.61566e-05
1200;0.321085;0.665255;0.000260558;0.000260558;2.63569e-05;0.0999518;8.07762e-05;8.07762e-05
1300;0.290553;0.697053;0.000320983;0.000320983;2.32103e-05;0.0999272;9.86251e-05;9.86251e-05
1400;0.262924;0.725796;0.000394488;0.000394488;2.09398e-05;0.09989;0.000120414;0.000120414
1500;0.237923;0.75176;0.000483982;0.000483982;1.92131e-05;0.0998341;0.00014701;0.00014701
1600;0.215299;0.775188;0.000593014;0.000593014;1.78533e-05;0.0997507;0.00017947;0.00017947
1700;0.194827;0.796288;0.000725905;0.000725905;1.6757e-05;0.0996265;0.000219079;0.000219079
1800;0.176302;0.815235;0.000887924;0.000887924;1.5859e-05;0.0994416;0.000267405;0.000267405
1900;0.15954;0.832162;0.00108548;0.00108548;1.51155e-05;0.0991672;0.000326353;0.000326353
2000;0.144371;0.847157;0.0013264;0.0013264;1.44965e-05;0.0987613;0.000398238;0.000398238
2100;0.130646;0.860252;0.00162016;0.00162016;1.39806e-05;0.0981629;0.000485873;0.000485873
2200;0.118227;0.871405;0.00197834;0.00197834;1.35535e-05;0.0972861;0.000592667;0.000592667
2300;0.106989;0.880481;0.00241497;0.00241497;1.32064e-05;0.0960118;0.000722749;0.000722749
2400;0.0968198;0.887225;0.00294708;0.00294708;1.29353e-05;0.0941811;0.000881107;0.000881107
2500;0.0876184;0.891237;0.00359532;0.00359532;1.27415e-05;0.091594;0.00107375;0.00107375
2600;0.0792924;0.891947;0.00438466;0.00438466;1.26318e-05;0.0880204;0.00130792;0.00130792
2700;0.0717588;0.888618;0.00534524;0.00534524;1.26196e-05;0.0832336;0.00159227;0.00159227
2800;0.0649421;0.880395;0.00651339;0.00651339;1.27257e-05;0.0770753;0.00193714;0.00193714
2900;0.0587742;0.86642;0.00793271;0.00793271;1.29795e-05;0.0695423;0.00235477;0.00235477
3000;0.0531937;0.846025;0.00965534;0.00965534;1.342e-05;0.0608639;0.00285961;0.00285961
3100;0.0481447;0.818941;0.0117434;0.0117434;1.40959e-05;0.051514;0.00346854;0.00346854
3200;0.043577;0.785465;0.0142703;0.0142703;1.50662e-05;0.0421244;0.00420108;0.00420108
3300;0.039445;0.746479;0.0173226;0.0173226;1.64005e-05;0.0333244;0.0050795;0.0050795
3400;0.0357078;0.703315;0.0210009;0.0210009;1.81798e-05;0.0255877;0.00612879;0.00612879
3500;0.0323281;0.657517;0.0254213;0.0254213;2.04995e-05;0.0191561;0.0073764;0.0073764
3600;0.0292726;0.610605;0.0307161;0.0307161;2.34721e-05;0.014054;0.00885159;0.00885159
3700;0.026511;0.563899;0.0370331;0.0370331;2.72325e-05;0.0101558;0.0105844;0.0105844
3800;0.0240163;0.518431;0.0445344;0.0445344;3.19436e-05;0.00726266;0.0126039;0.0126039
3900;0.0217639;0.474936;0.0533931;0.0533931;3.78033e-05;0.00516134;0.014936;0.014936
4000;0.0197322;0.433884;0.0637875;0.0637875;4.50531e-05;0.00365852;0.0176003;0.0176003
4100;0.0179015;0.395532;0.0758932;0.0758932;5.39879e-05;0.00259478;0.0206064;0.0206064
4200;0.0162544;0.359978;0.0898719;0.0898719;6.49681e-05;0.0018465;0.0239501;0.0239501
4300;0.0147757;0.32721;0.105858;0.105858;7.84339e-05;0.00132165;0.0276096;0.0276096
4400;0.013452;0.297142;0.123941;0.123941;9.49228e-05;0.000953578;0.0315426;0.0315426
4500;0.0122716;0.26964;0.144153;0.144153;0.000115091;0.000694916;0.0356849;0.0356849
4600;0.0112249;0.244548;0.166452;0.166452;0.000139738;0.000512425;0.0399518;0.0399518
4700;0.0103038;0.221698;0.190709;0.190709;0.00016984;0.000382964;0.0442411;0.0442411
4800;0.00950205;0.200918;0.216704;0.216704;0.000206585;0.000290493;0.0484389;0.0484389
4900;0.00881538;0.182041;0.244128;0.244128;0.000251418;0.000223918;0.052427;0.052427
5000;0.00824134;0.164906;0.272589;0.272589;0.0003061;0.000175567;0.0560895;0.0560895
5100;0.00777957;0.149362;0.301626;0.301626;0.000372767;0.000140123;0.0593183;0.0593183
5200;0.00743201;0.135268;0.330722;0.330722;0.000454015;0.000113895;0.0620161;0.0620161
5300;0.00720314;0.122494;0.359324;0.359324;0.000552991;9.43089e-05;0.0640957;0.0640957
5400;0.00710033;0.11092;0.386851;0.386851;0.000673504;7.95616e-05;0.0654769;0.0654769
5500;0.00713423;0.100434;0.412704;0.412704;0.000820155;6.83872e-05;0.0660812;0.0660812
5600;0.00731931;0.0909375;0.436263;0.436263;0.000998493;5.98938e-05;0.0658272;0.0658272
5700;0.00767447;0.0823374;0.456889;0.456889;0.00121519;5.34539e-05;0.0646302;0.0646302
5800;0.00822376;0.0745504;0.473924;0.473924;0.00147823;4.86294e-05;0.0624096;0.0624096
5900;0.00899731;0.0675005;0.486705;0.486705;0.00179715;4.51206e-05;0.0591095;0.0591095
6000;0.0100323;0.0611187;0.494604;0.494604;0.00218326;4.27325e-05;0.0547319;0.0547319
6100;0.011374;0.0553424;0.497101;0.497101;0.00264989;4.13509e-05;0.049377;0.049377
6200;0.0130772;0.0501149;0.493878;0.493878;0.00321263;4.09274e-05;0.0432717;0.0432717
6300;0.0152076;0.045385;0.484925;0.484925;0.00388949;4.14689e-05;0.0367622;0.0367622
6400;0.0178428;0.0411062;0.4706;0.4706;0.00470106;4.30311e-05;0.0302615;0.0302615
6500;0.0210739;0.0372365;0.451619;0.451619;0.00567042;4.57152e-05;0.0241642;0.0241642
6600;0.0250065;0.0337383;0.428962;0.428962;0.00682287;4.9668e-05;0.0187678;0.0187678
6700;0.0297609;0.0305775;0.403736;0.403736;0.00818534;5.50844e-05;0.0142319;0.0142319
6800;0.0354722;0.0277234;0.377025;0.377025;0.0097853;6.22144e-05;0.0105838;0.0105838
6900;0.0422883;0.0251486;0.349789;0.349789;0.0116491;7.13713e-05;0.00775423;0.00775423
7000;0.0503663;0.0228287;0.3228;0.3228;0.0137994;8.29444e-05;0.0056219;0.0056219
7100;0.0598674;0.0207419;0.296632;0.296632;0.0162525;9.74144e-05;0.00405014;0.00405014
7200;0.070948;0.0188692;0.271677;0.271677;0.0190138;0.000115372;0.00291024;0.00291024
7300;0.083748;0.0171937;0.248176;0.248176;0.0220742;0.000137542;0.0020928;0.0020928
7400;0.0983765;0.0157011;0.226253;0.226253;0.0254057;0.000164809;0.00151074;0.00151074
7500;0.114895;0.0143794;0.205949;0.205949;0.028958;0.000198257;0.00109779;0.00109779
7600;0.1333;0.0132189;0.187245;0.187245;0.0326568;0.000239203;0.00080503;0.00080503
7700;0.153505;0.012212;0.170087;0.170087;0.0364047;0.000289255;0.000597132;0.000597132
7800;0.175331;0.0113537;0.154393;0.154393;0.040084;0.000350366;0.000448959;0.000448959
7900;0.198495;0.0106416;0.140074;0.140074;0.0435627;0.000424909;0.000342802;0.000342802
8000;0.222612;0.0100758;0.127031;0.127031;0.0467012;0.000515763;0.000266258;0.000266258
8100;0.247199;0.00965955;0.115168;0.115168;0.0493592;0.000626414;0.000210671;0.000210671
8200;0.271689;0.00939948;0.104388;0.104388;0.0514014;0.000761074;0.000170011;0.000170011
8300;0.295441;0.00930594;0.0946007;0.0946007;0.0527012;0.000924823;0.000140073;0.000140073
8400;0.317764;0.00939362;0.0857203;0.0857203;0.0531439;0.00112377;0.000117927;0.000117927
8500;0.337929;0.00968222;0.0776669;0.0776669;0.0526313;0.00136524;0.00010153;0.00010153
8600;0.355195;0.0101972;0.0703664;0.0703664;0.0510914;0.00165797;8.94609e-05;8.94609e-05
8700;0.368842;0.0109706;0.0637508;0.0637508;0.0484966;0.00201234;8.07403e-05;8.07403e-05
8800;0.378224;0.0120424;0.0577578;0.0577578;0.0448894;0.00244059;7.4706e-05;7.4706e-05
8900;0.382842;0.0134612;0.0523306;0.0523306;0.0404077;0.00295707;7.09281e-05;7.09281e-05
9000;0.382427;0.0152857;0.0474171;0.0474171;0.0352949;0.00357839;6.91524e-05;6.91524e-05
9100;0.377012;0.0175862;0.0429705;0.0429705;0.0298795;0.00432353;6.92622e-05;6.92622e-05
9200;0.366958;0.0204453;0.038948;0.038948;0.024521;0.00521387;7.12527e-05;7.12527e-05
9300;0.352923;0.0239593;0.0353112;0.0353112;0.019541;0.00627291;7.52169e-05;7.52169e-05
9400;0.335763;0.0282384;0.0320253;0.0320253;0.0151672;0.00752572;8.13388e-05;8.13388e-05
9500;0.316418;0.0334066;0.029059;0.029059;0.0115112;0.00899801;8.98935e-05;8.98935e-05
9600;0.295787;0.0396003;0.0263845;0.0263845;0.00858026;0.0107145;0.000101254;0.000101254
9700;0.274658;0.0469651;0.0239768;0.0239768;0.00630976;0.0126966;0.000115902;0.000115902
9800;0.253657;0.0556502;0.021814;0.021814;0.00459786;0.0149595;0.000134447;0.000134447
9900;0.233251;0.0658006;0.0198769;0.0198769;0.00333354;0.0175083;0.000157645;0.000157645
10000;0.213758;0.0775458;0.0181488;0.0181488;0.00241377;0.0203335;0.000186432;0.000186432
